"strongs_number","original_word","english_translation","transliteration","translated_word","word"
"G2570","καλος","good","kalós","جيد","إِنَّهُ حَسَنٌ"
"G2570","καλος","good","kalós","جيد","الْجِيَادَ"
"G2570","καλος","good","kalós","جيد","الْجَيِّدَ"
"G2570","καλος","good","kalós","جيد","الْجَيِّدُ"
"G2570","καλος","good","kalós","جيد","الْجَيِّدَةَ"
"G2570","καλος","good","kalós","جيد","الْجَيِّدَةِ"
"G2570","καλος","good","kalós","جيد","الْحَسَنَ"
"G2570","καλος","good","kalós","جيد","الْحَسَنِ"
"G2570","καλος","good","kalós","جيد","الْحَسَنَةُ"
"G2570","καλος","good","kalós","جيد","الْحَسَنَةِ"
"G2570","καλος","good","kalós","جيد","الْحَسَنَةَ"
"G2570","καλος","good","kalós","جيد","الْحُسْنَى"
"G2570","καλος","good","kalós","جيد","الْخَيْرِ"
"G2570","καλος","good","kalós","جيد","الصَّالِحُ"
"G2570","καλος","good","kalós","جيد","الصَّالِحَةَ"
"G2570","καλος","good","kalós","جيد","الصَّالِحَةُ"
"G2570","καλος","good","kalós","جيد","بِأُمُورٍ حَسَنَةٍ"
"G2570","καλος","good","kalós","جيد","بِالْحَسَنِ"
"G2570","καλος","good","kalós","جيد","جَيِّدٌ"
"G2570","καλος","good","kalós","جيد","جَيِّدٍ"
"G2570","καλος","good","kalós","جيد","جَيِّدًا"
"G2570","καλος","good","kalós","جيد","جَيِّدَةً"
"G2570","καλος","good","kalós","جيد","جَيِّدَةٍ"
"G2570","καλος","good","kalós","جيد","جَيِّدَةٌ"
"G2570","καλος","good","kalós","جيد","حَسَنٌ"
"G2570","καλος","good","kalós","جيد","حَسَنٍ"
"G2570","καλος","good","kalós","جيد","حَسَنًا"
"G2570","καλος","good","kalós","جيد","حَسَنَةً"
"G2570","καλος","good","kalós","جيد","حَسَنَةٌ"
"G2570","καλος","good","kalós","جيد","حَسَنَةٍ"
"G2570","καλος","good","kalós","جيد","خَيْرٌ"
"G2570","καλος","good","kalós","جيد","خَيْرًا"
"G2570","καλος","good","kalós","جيد","صَالِحٌ"
"G2570","καλος","good","kalós","جيد","صَالِحٍ"
"G2570","καλος","good","kalós","جيد","صَالِحًا"
"G2570","καλος","good","kalós","جيد","صَالِحَةٍ"
"G2570","καλος","good","kalós","جيد","صَالِحِينَ"
"G2570","καλος","good","kalós","جيد","فَحَسَنٌ"
"G2570","καλος","good","kalós","جيد","فَخَيْرٌ"
"G2581","κανανιτης","Zealot","Kananítēs","متعصب","الْقَانَوِيَّ"
"G2581","κανανιτης","Zealot","Kananítēs","متعصب","الْقَانَوِيُّ"
"G2582","κανδακη","Candace","Kandákē","كانديس","لِكَنْدَاكَةَ"
"G2584","καπερναουμ","Capernaum","Kapernaoúm","كفرناحوم","فِي كَفْرِنَاحُومَ"
"G2584","καπερναουμ","Capernaum","Kapernaoúm","كفرناحوم","كَفْرَنَاحُومَ"
"G2584","καπερναουμ","Capernaum","Kapernaoúm","كفرناحوم","كَفْرِنَاحُومَ"
"G2584","καπερναουμ","Capernaum","Kapernaoúm","كفرناحوم","يَا كَفْرَنَاحُومَ"
"G2587","καππαδοκια","Cappadocia","Kappadokía","كابادوكيا","وَكَبَّدُوكِيَّةَ"
"G2591","καρπος","Carpus","Kárpos","رسغ","كَارْبُسَ"
"G2747","κεγχρεαι","Cenchrea","Kenchreaí","سينكريا","كَنْخَرِيَا"
"G2763","κεραμευς","potter","kerameús","الخزاف","الْفَخَّارِيِّ"
"G2763","κεραμευς","potter","kerameús","الخزاف","لِلْخَزَّافِ"
"G2786","κηφας","Cephas","Kēphâs","سيفاس","بِبُطْرُسَ"
"G2786","κηφας","Cephas","Kēphâs","سيفاس","بُطْرُسُ"
"G2786","κηφας","Cephas","Kēphâs","سيفاس","صَفَا"
"G2786","κηφας","Cephas","Kēphâs","سيفاس","لِبُطْرُسَ"
"G2786","κηφας","Cephas","Kēphâs","سيفاس","لِصَفَا"
"G2786","κηφας","Cephas","Kēphâs","سيفاس","وَصَفَا"
"G2791","κιλικια","Cilicia","Kilikía","قيليقية","كِيلِيكِيَّا"
"G2791","κιλικια","Cilicia","Kilikía","قيليقية","كِيلِيكِيَّةَ"
"G2791","κιλικια","Cilicia","Kilikía","قيليقية","مِنْ كِيلِيكِيَّةَ"
"G2791","κιλικια","Cilicia","Kilikía","قيليقية","وَكِيلِيكِيَّةَ"
"G2802","κλαυδη","Cauda","Klaúdē","Cauda","كَلَوْدِي"
"G2803","κλαυδια","Claudia","Klaudía","كلوديا","وَكَلاَفَِدِيَّةُ"
"G2804","κλαυδιος","Claudius","Klaúdios","كلوديوس","كُلُودِيُوسُ"
"G2804","κλαυδιος","Claudius","Klaúdios","كلوديوس","كُلُودِيُوسَ"
"G2810","κλεοπας","Cleopas","Kleópas","كليوباس","كَِلْيُوبَاسُ"
"G2815","κλημης","Clement","Klḗmēs","كليمنت","أَكْلِيمَنْدُسَ"
"G2834","κνιδος","Cnidus","Knídos","كنيدوس","كِنِيدُسَ"
"G2862","κολωνια","colony","kolōnía","مستعمرة","كُولُونِيَّةُ"
"G2878","κορβαν","Corban","korbân","كوربان","الْخِزَانَةِ"
"G2878","κορβαν","Corban","korbân","كوربان","هَدِيَّةٌ"
"G2882","κορινθος","Corinth","Kórinthos","كورنثوس","كُورِنْثُوسَ"
"G2883","κορνηλιος","Cornelius","Kornḗlios","كورنيليوس","إِنَّ كَرْنِيلِيُوسَ"
"G2883","κορνηλιος","Cornelius","Kornḗlios","كورنيليوس","يَا كَرْنِيلِيُوسُ"
"G2883","κορνηλιος","Cornelius","Kornḗlios","كورنيليوس","كَرْنِيلِيُوسُ"
"G2883","κορνηλιος","Cornelius","Kornḗlios","كورنيليوس","كَرْنِيلِيُوسَ"
"G2890","κουαρτος","Quartus","Koúartos","كوارتوس","وَكَوَارْتُسُ"
"G2898","κρανιον","skull","kraníon","جمجمة","جُمْجُمَةَ"
"G2898","κρανιον","skull","kraníon","جمجمة","جُمْجُمَةٍ"
"G2898","κρανιον","skull","kraníon","جمجمة","الْجُمْجُمَةِ"
"G2913","κρησκης","Crescens","Krḗskēs","كريسينس","وَكِرِيسْكِيسَ"
"G2921","κρισπος","Crispus","Kríspos","كريسبس","كِرِيسْبُسَ"
"G2921","κρισπος","Crispus","Kríspos","كريسبس","وَكِرِيسْبُسُ"
"G2956","κυρηναιος","from Cyrene","Kyrēnaîos","من قورينا","الْقَيْرَوَانِيُّ"
"G2956","κυρηναιος","from Cyrene","Kyrēnaîos","من قورينا","قَيْرَوَانِيًّا"
"G2956","κυρηναιος","from Cyrene","Kyrēnaîos","من قورينا","وَالْقَيْرَوَانِيِّينَ"
"G2956","κυρηναιος","from Cyrene","Kyrēnaîos","من قورينا","وَقَيْرَوَانِيُّونَ"
"G2957","κυρηνη","Cyrene","Kyrḗnē","القيرواني","الْقَيْرَوَانِ"
"G2958","κυρηνιος","Quirinius","Kyrḗnios","كيرينيوس","إِذْ كَانَ كِيرِينِيُوسُ"
"G2972","κως","Cos","Kṓs","كوس","كُوسَ"
"G2973","κωσαμ","Cosam","Kōsám","كوسام","بْنِ قُصَمَ"
"G2993","λαοδικεια","Laodicea","Laodíkeia","لاودكية","لاَوُدِكِيَّةَ"
"G2996","λασαια","Lasea","Lasaía","Lasea","لَسَائِيَةَ"
"G3002","λεββαιος","Lebbaeus","Lebbaîos","لبباوس","وَلَبَّاوُسُ"
"G3003","λεγεων","legion","legeṓn","فيلق","لَجِئُونُ"
"G3003","λεγεων","legion","legeṓn","فيلق","اللَّجِئُونُ"
"G3003","λεγεων","legion","legeṓn","فيلق","جَيْشًا"
"G3032","λιβερτινος","Freedman","Libertînos","فريدمان","اللِّيبَرْتِينِيِّينَ"
"G3038","λιθοστρωτος","pavement","lithóstrōtos","الرصيف","الْبَلاَطُ"
"G3038","λιθοστρωτος","pavement","lithóstrōtos","الرصيف","وَبِالْعِبْرَانِيَّةِ"
"G3044","λινος","Linus","Línos","لينوس","وَلِينُسُ"
"G3065","λουκας","Luke","Loukâs","لوك","لُوقَا"
"G3065","λουκας","Luke","Loukâs","لوك","وَلُوقَا"
"G3066","λουκιος","Lucius","Loúkios","لوسيوس","وَلُوكِيُوسُ"
"G3070","λυδια","Lydia","Lydía","ليديا","لِيدِيَّةَ"
"G3070","λυδια","Lydia","Lydía","ليديا","لِيدِيَّةُ"
"G3071","λυκαονια","Lycaonia","Lykaonía","ليكاونيا","لِيكَأُونِيَّةَ"
"G3073","λυκια","Lycia","Lykía","ليقيا","لِيكِيَّةَ"
"G3078","λυσανιας","Lysanias","Lysanías","ليسانياس","وَلِيسَانِيُوسُ"
"G3079","λυσιας","Lysias","Lysías","ليسياس","لِيسِيَاسُ"
"G3082","λυστρα","Lystra","Lýstra","ليسترا","لِسْتَرَةَ"
"G3082","λυστρα","Lystra","Lýstra","ليسترا","لِسْتِرَةَ"
"G3082","λυστρα","Lystra","Lýstra","ليسترا","لِسْتْرَةَ"
"G3082","λυστρα","Lystra","Lýstra","ليسترا","وَلِسْتَرَةَ"
"G3082","λυστρα","Lystra","Lýstra","ليسترا","وَلِسْتِرَةَ"
"G3090","λωις","Lois","Lōḯs","لويس","لَوْئِيسَ"
"G3092","μααθ","Maath","Maáth","معاذ","بْنِ مَآثَ"
"G3093","μαγδαλα","Magadan","Magdalá","ماجادان","مَجْدَلَ"
"G3094","μαγδαληνη","Magdalene","Magdalēnḗ","المجدلية","الْمَجْدَلِيَّةَ"
"G3094","μαγδαληνη","Magdalene","Magdalēnḗ","المجدلية","الْمَجْدَلِيَّةُ"
"G3094","μαγδαληνη","Magdalene","Magdalēnḗ","المجدلية","الْمَجْدَلِيَّةِ"
"G3104","μαιναν","Menna","Maïnán","منة","بْنِ مَيْنَانَ"
"G3109","μακεδονια","Macedonia","Makedonía","مقدونيا","أَهْلَ مَكِدُونِيَّةَ"
"G3109","μακεδονια","Macedonia","Makedonía","مقدونيا","بِمَكِدُونِيَّةَ"
"G3109","μακεδονια","Macedonia","Makedonía","مقدونيا","مَكِدُونِيَّةَ"
"G3124","μαλχος","Malchus","Málchos","ملخس","مَلْخُسَ"
"G3127","μαναην","Manaen","Manaḗn","مناين","وَمَنَايِنُ"
"G3136","μαρθα","Martha","Mártha","مارثا","مَرْثَا"
"G3136","μαρθα","Martha","Mártha","مارثا","وَمَرْثَا"
"G3137","μαρια","Mary","María","ماري","يَا مَرْيَمُ"
"G3137","μαρια","Mary","María","ماري","فَمَرْيَمُ"
"G3137","μαρια","Mary","María","ماري","لِمَرْيَمَ"
"G3137","μαρια","Mary","María","ماري","مَرْيَمَ"
"G3137","μαρια","Mary","María","ماري","مَرْيَمُ"
"G3137","μαρια","Mary","María","ماري","وَمَرْيَمَ"
"G3137","μαρια","Mary","María","ماري","وَمَرْيَمُ"
"G3138","μαρκος","Mark","Márkos","علامة","مَرْقُسَ"
"G3138","μαρκος","Mark","Márkos","علامة","وَمَرْقُسُ"
"G3156","ματθαιος","Matthew","Matthaîos","ماثيو","مَتَّى"
"G3156","ματθαιος","Matthew","Matthaîos","ماثيو","وَمَتَّى"
"G3157","ματθαν","Matthan","Matthán","ماثان","مَتَّانَ"
"G3157","ματθαν","Matthan","Matthán","ماثان","وَمَتَّانُ"
"G3158","ματθατ","Matthat","Matthát","ماتات","بْنِ مَتْثَاتَ"
"G3159","ματθιας","Matthias","Matthías","ماتياس","مَتِّيَاسَ"
"G3159","ματθιας","Matthias","Matthías","ماتياس","وَمَتِّيَاسَ"
"G3160","ματταθα","Mattatha","Mattathá","متاثا","بْنِ مَتَّاثَا"
"G3161","ματταθιας","Mattathias","Mattathías","متاثياس","بْنِ مَتَّاثِيَا"
"G3190","μελεας","Melea","Meleâs","ميليا","بْنِ مَلَيَا"
"G3194","μελιτη","Malta","Melítē","مالطا","مَلِيطَةَ"
"G3197","μελχι","Melki","Melchí","ملكي","بْنِ مَلْكِي"
"G3323","μεσσιας","Messiah","Messías","المسيح","مَسِيَّا"
"G3399","μιλητος","Miletus","Mílētos","ميليتس","مِيلِيتُسَ"
"G3412","μιτυληνη","Mitylene","Mitylḗnē","ميتيلين","مِيتِيلِينِي"
"G3416","μνασων","Mnason","Mnásōn","مناسون","مَنَاسُونَ"
"G3460","μυρα","Myra","Mýra","ميرا","مِيرَا"
"G3465","μυσια","Mysia","Mysía","ميسيا","مِيسِيَّا"
"G3477","ναγγαι","Naggai","Nangaí","ناجاي","بْنِ نَجَّايِ"
"G3478","ναζαρεθ","Nazareth","Nazaréth","الناصرة","النَّاصِرَةَ"
"G3478","ναζαρεθ","Nazareth","Nazaréth","الناصرة","النَّاصِرَةِ"
"G3478","ναζαρεθ","Nazareth","Nazaréth","الناصرة","نَاصِرَةِ"
"G3478","ναζαρεθ","Nazareth","Nazaréth","الناصرة","نَاصِرَةُ"
"G3482","ναθαναηλ","Nathanael","Nathanaḗl","نثنائيل","نَثَنَائِيلَ"
"G3482","ναθαναηλ","Nathanael","Nathanaḗl","نثنائيل","نَثَنَائِيلُ"
"G3482","ναθαναηλ","Nathanael","Nathanaḗl","نثنائيل","وَنَثَنَائِيلُ"
"G3484","ναιν","Nain","Naḯn","لا","نَايِينَ"
"G3486","ναουμ","Nahum","Naoúm","ناحوم","بْنِ نَاحُومَ"
"G3488","ναρκισσος","Narcissus","Nárkissos","نرجس","نَرْكِيسُّوسَ"
"G3496","νεαπολις","Neapolis","Neápolis","نيابوليس","نِيَابُولِيسَ"
"G3505","νερων","Nero","Nérōn","نيرو","رُوحِكَ"
"G3517","νηρευς","Nereus","Nēreús","نيريس","وَنِيرِيُوسَ"
"G3518","νηρι","Neri","Nērí","نيري","بْنِ نِيرِي"
"G3526","νιγερ","Niger","Níger","النيجر","نِيجَرَ"
"G3527","νικανωρ","Nicanor","Nikánōr","نيكانور","وَنِيكَانُورَ"
"G3530","νικοδημος","Nicodemus","Nikódēmos","نيقوديموس","نِيقُودِيمُوسُ"
"G3532","νικολαος","Nicolas","Nikólaos","نيكولاس","وَبَرْمِينَاسَ"
"G3532","νικολαος","Nicolas","Nikólaos","نيكولاس","وَنِيقُولاَوُسَ"
"G3533","νικοπολις","Nicopolis","Nikópolis","نيكوبوليس","عَزَمْتُ"
"G3533","νικοπολις","Nicopolis","Nikópolis","نيكوبوليس","نِيكُوبُولِيسَ"
"G3561","νουμηνια","New Moon","noumēnía","قمر جديد","هِلاَل"
"G3564","νυμφας","Nympha","Nymphâs","Nympha","نِمْفَاسَ"
"G3652","ολυμπας","Olympas","Olympâs","أوليمباس","وَأُولُمْبَاسَ"
"G3682","ονησιμος","Onesimus","Onḗsimos","أنسيمس","أُنِسِيمُسَ"
"G3683","ονησιφορος","Onesiphorus","Onēsíphoros","أنيسيفورس","أُنِيسِيفُورُسَ"
"G3773","ουρβανος","Urbanus","Ourbanós","أوربانوس","أُورْبَانُوسَ"
"G3828","παμφυλια","Pamphylia","Pamphylía","بامفيليا","بَمْفِيلِيَّةَ"
"G3828","παμφυλια","Pamphylia","Pamphylía","بامفيليا","وَبَمْفِيلِيَّةَ"
"G3904","παρασκευη","Preparation Day","paraskeuḗ","يوم التحضير","اسْتِعْدَادُ"
"G3904","παρασκευη","Preparation Day","paraskeuḗ","يوم التحضير","اسْتِعْدَادِ"
"G3904","παρασκευη","Preparation Day","paraskeuḗ","يوم التحضير","اسْتِعْدَادٌ"
"G3904","παρασκευη","Preparation Day","paraskeuḗ","يوم التحضير","الاسْتِعْدَادِ"
"G3904","παρασκευη","Preparation Day","paraskeuḗ","يوم التحضير","الاسْتِعْدَادُ"
"G3959","παταρα","Patara","Pátara","باتارا","بَاتَرَا"
"G3963","πατμος","Patmos","Pátmos","بطمس","بَطْمُسَ"
"G3969","πατροβας","Patrobas","Patrobâs","باتروباس","بَتْرُوبَاسَ"
"G3974","παφος","Paphos","Páphos","بافوس","بَافُوسَ"
"G4010","περγαμος","Pergamum","Pérgamos","برغامس","بَرْغَامُسَ"
"G4011","περγη","Perga","Pérgē","برجا","بَرْجَةَ"
"G4011","περγη","Perga","Pérgē","برجا","بَرْجَةِ"
"G4069","περσις","Persis","Persís","برسيس","بَرْسِيسَ"
"G4091","πιλατος","Pilate","Pilâtos","بيلاطس","إِذْ كَانَ بِيلاَطُسُ"
